applicant_id,age,age_group,gender,nationality,employment_type,employment_tenure_months,monthly_income,monthly_obligations,monthly_spend,existing_credit_exposure,transaction_history_months,num_previous_applications,num_late_payments,requested_amount,defaulted,requires_bureau_check,max_eligible_credit
APP-002857,45,36-45,male,emirati,salaried,99,22701.48,3528.54,10653.41,132460.9,19,3,0,6992.31,0,True,20000.0
APP-002858,64,46-60,male,southeast_asian,self_employed,206,11547.93,1130.75,7436.2,24777.35,5,2,0,17639.85,0,True,20000.0
APP-002859,36,36-45,female,arab_expat,self_employed,65,8651.98,1614.22,4974.22,31732.88,42,0,0,19142.58,0,True,20000.0
APP-002860,25,18-25,female,emirati,self_employed,8,5956.05,1776.77,3889.39,53337.5,5,4,3,14584.02,1,True,17868.15
APP-002861,29,26-35,male,emirati,salaried,33,4092.84,1361.74,2379.61,42886.02,10,5,1,2554.56,0,True,12278.52
APP-002862,30,26-35,male,south_asian,salaried,45,12639.77,4226.25,7716.64,120755.14,42,0,0,9156.83,0,True,20000.0
APP-002863,65,46-60,male,western,self_employed,202,24467.82,3936.86,8985.77,142482.56,19,3,0,12652.54,0,True,20000.0
APP-002864,52,46-60,female,arab_expat,salaried,156,20713.39,2906.69,10705.83,68829.25,36,1,0,8389.43,0,True,20000.0
APP-002865,37,36-45,female,emirati,salaried,57,3390.44,827.28,1036.94,25632.21,29,2,0,1961.6,0,True,10171.32
APP-002866,55,46-60,male,western,salaried,144,39810.11,4366.89,29990.58,48747.55,32,4,0,13924.32,0,True,20000.0
APP-002867,18,18-25,male,south_asian,salaried,16,3290.26,1013.44,2239.24,18266.14,0,4,2,2846.18,1,True,9870.78
APP-002868,39,36-45,male,south_asian,salaried,81,6441.96,1477.58,2353.22,44490.38,9,0,0,7544.35,0,True,19325.88
APP-002869,22,18-25,male,emirati,salaried,1,20668.15,4306.29,7776.71,152889.48,6,0,0,13893.88,0,True,20000.0
APP-002870,31,26-35,male,western,self_employed,29,9554.14,1824.12,6081.02,47791.85,19,5,0,8839.03,0,True,20000.0
APP-002871,52,46-60,male,south_asian,freelancer,161,3486.08,564.42,2700.34,17302.49,42,0,1,5749.06,1,True,10458.24
APP-002872,27,26-35,male,southeast_asian,salaried,34,4128.42,532.12,2280.98,5738.58,2,4,0,11691.62,0,True,12385.26
APP-002873,41,36-45,male,south_asian,salaried,100,11457.63,3115.0,7789.46,75946.93,40,4,0,11398.65,0,True,20000.0
APP-002874,46,46-60,male,south_asian,salaried,125,14526.7,1786.42,10616.84,54485.55,3,1,0,9793.81,0,True,20000.0
APP-002875,19,18-25,male,arab_expat,salaried,6,4981.19,182.08,1627.09,4596.05,41,4,0,7830.27,0,True,14943.57
APP-002876,43,36-45,female,south_asian,salaried,96,3000.0,277.97,1654.5,4040.83,14,2,0,4347.19,0,True,9000.0
APP-002877,36,36-45,female,southeast_asian,salaried,70,3846.86,651.96,1814.16,23235.17,20,4,3,7826.24,1,True,11540.58
APP-002878,64,46-60,female,arab_expat,salaried,215,17104.44,2387.19,12095.7,83646.65,41,5,0,14951.6,0,True,20000.0
APP-002879,40,36-45,male,arab_expat,salaried,73,8532.36,1577.28,5440.67,57210.92,7,4,0,4640.87,0,True,20000.0
APP-002880,29,26-35,female,arab_expat,salaried,40,3906.93,858.64,2986.88,15658.43,0,3,0,9494.28,0,True,11720.789999999999
APP-002881,59,46-60,male,emirati,salaried,157,7624.28,856.62,2650.7,17802.3,31,1,0,15829.98,0,True,20000.0
APP-002882,38,36-45,male,south_asian,salaried,88,6835.11,800.92,5117.72,24125.47,1,2,0,10133.26,0,True,20000.0
APP-002883,63,46-60,male,south_asian,salaried,187,4029.32,688.24,2664.4,24840.54,43,2,3,11359.63,1,True,12087.960000000001
APP-002884,20,18-25,female,south_asian,salaried,7,12859.22,3379.08,9589.68,62016.53,13,3,0,18634.4,0,True,20000.0
APP-002885,49,46-60,male,south_asian,self_employed,138,19836.21,954.2,13893.0,30748.22,22,2,0,17415.56,0,True,20000.0
APP-002886,30,26-35,female,south_asian,salaried,38,7392.62,571.78,3101.37,14165.46,45,0,0,12797.99,0,True,20000.0
APP-002887,18,18-25,male,emirati,unemployed,0,4061.2493037336135,129.27,1243.68,2628.06,46,3,0,5605.14,0,True,12183.74791120084
APP-002888,22,18-25,female,western,salaried,0,9512.46,537.92,7098.61,5718.96,24,1,0,10800.71,0,True,20000.0
APP-002889,52,46-60,male,western,salaried,160,17891.21,6144.07,12794.85,87895.98,23,2,0,7299.49,0,True,20000.0
APP-002890,36,36-45,male,south_asian,self_employed,70,12062.11,1447.24,4383.45,17101.18,29,1,0,3241.84,0,True,20000.0
APP-002891,62,46-60,male,south_asian,salaried,176,4834.53,145.88,2677.67,3666.13,31,5,0,834.2,0,False,14503.59
APP-002892,38,36-45,female,arab_expat,salaried,68,5266.96,1053.49,2889.86,13415.1,41,5,0,14993.36,0,True,15800.880000000001
APP-002893,22,18-25,female,arab_expat,salaried,0,5461.48,497.9,3734.57,9789.85,36,5,0,5119.06,0,True,16384.44
APP-002894,53,46-60,male,south_asian,self_employed,140,7994.06,2174.67,6112.93,79343.39,29,3,0,3164.12,0,True,20000.0
APP-002895,58,46-60,male,emirati,salaried,160,16220.89,3859.11,9582.53,125839.39,7,2,2,17478.24,0,True,20000.0
APP-002896,32,26-35,male,southeast_asian,salaried,43,8056.93,936.23,2650.7,37098.35,25,0,0,15543.89,0,True,20000.0
APP-002897,52,46-60,female,south_asian,salaried,150,6807.73,1062.2,2817.89,40755.46,4,0,0,6308.77,0,True,20000.0
APP-002898,28,26-35,female,south_asian,salaried,28,7305.12,1238.1,2908.81,20514.76,34,2,0,3694.62,0,True,20000.0
APP-002899,24,18-25,female,south_asian,salaried,0,6160.78,956.27,3109.65,23264.89,4,3,1,7915.61,1,True,18482.34
APP-002900,46,46-60,male,arab_expat,salaried,114,17411.2,4194.73,9394.59,64384.34,36,2,0,4865.01,0,True,20000.0
APP-002901,46,46-60,female,south_asian,self_employed,109,7447.61,788.61,5606.3,25707.46,10,0,0,11995.4,0,True,20000.0
APP-002902,29,26-35,male,south_asian,self_employed,31,3000.0,862.85,1833.17,10550.59,24,3,0,6907.65,0,True,9000.0
APP-002903,65,46-60,male,south_asian,freelancer,194,3000.0,843.41,1348.33,28189.37,19,2,0,516.94,0,True,9000.0
APP-002904,57,46-60,male,southeast_asian,salaried,168,13249.69,452.47,8627.48,12798.71,1,3,0,17643.02,0,True,20000.0
APP-002905,54,46-60,male,other,salaried,138,16835.78,2644.88,8443.37,27914.19,38,2,0,5508.25,0,True,20000.0
APP-002906,59,46-60,male,emirati,salaried,156,11458.08,1296.15,3463.04,51285.42,30,4,2,9925.67,0,True,20000.0
APP-002907,59,46-60,female,southeast_asian,salaried,165,17708.79,2821.29,6827.59,82448.89,6,4,1,18163.1,0,True,20000.0
APP-002908,29,26-35,female,south_asian,salaried,49,4612.56,1471.73,3342.51,30385.27,23,0,0,3412.85,0,True,13837.68
APP-002909,51,46-60,male,arab_expat,salaried,157,10782.1,1560.52,3653.43,34575.87,12,4,0,9165.89,0,True,20000.0
APP-002910,36,36-45,male,south_asian,salaried,58,13567.15,3905.6,9176.26,54687.46,12,3,0,16226.35,0,True,20000.0
APP-002911,55,46-60,female,south_asian,salaried,158,8483.0,423.92,6276.14,5695.37,45,0,0,18393.55,0,True,20000.0
APP-002912,54,46-60,male,south_asian,freelancer,160,3570.7,424.05,1684.76,6538.98,1,2,2,10424.0,1,True,10712.099999999999
APP-002913,59,46-60,female,south_asian,salaried,192,3909.27,237.11,2711.17,4741.96,16,2,0,1595.15,0,True,11727.81
APP-002914,42,36-45,male,southeast_asian,salaried,75,18381.57,2381.43,11731.37,58895.92,2,5,0,4236.14,0,True,20000.0
APP-002915,24,18-25,male,south_asian,salaried,16,3334.51,396.12,2000.23,10889.12,47,3,0,7429.25,0,True,10003.53
APP-002916,53,46-60,male,south_asian,salaried,151,4665.26,1048.27,2388.38,40557.67,2,3,0,12637.89,0,True,13995.78
APP-002917,47,46-60,male,south_asian,salaried,114,7795.99,952.34,2634.47,29311.62,33,4,0,14738.66,0,True,20000.0
APP-002918,34,26-35,female,other,salaried,55,16624.67,5284.94,5014.08,57689.51,43,2,0,16349.75,0,True,20000.0
APP-002919,28,26-35,female,western,salaried,26,14339.62,1105.59,11063.75,38056.4,44,0,0,14082.39,0,True,20000.0
APP-002920,61,46-60,male,south_asian,salaried,199,5588.21,948.88,2143.7,12143.53,43,3,0,6953.47,0,True,16764.63
APP-002921,38,36-45,female,south_asian,salaried,69,4408.64,925.46,1939.42,13409.05,35,3,0,2457.79,0,True,13225.920000000002
APP-002922,48,46-60,female,southeast_asian,unemployed,0,3000.0,1192.27,1475.35,47177.9,5,3,1,2803.69,1,True,9000.0
APP-002923,43,36-45,male,western,self_employed,100,19195.28,8007.98,8829.13,93247.69,47,5,0,3070.64,0,True,20000.0
APP-002924,57,46-60,male,emirati,salaried,175,23772.45,858.88,13030.08,24548.96,9,3,0,9420.67,0,True,20000.0
APP-002925,35,26-35,male,south_asian,salaried,72,8093.01,2210.5,3407.2,47266.0,41,5,0,9720.5,0,True,20000.0
APP-002926,45,36-45,male,arab_expat,salaried,130,12689.05,3017.86,4157.9,119592.0,19,2,0,15794.43,0,True,20000.0
APP-002927,28,26-35,female,emirati,salaried,19,3310.91,634.62,1166.36,11451.91,5,1,0,6460.45,0,True,9932.73
APP-002928,61,46-60,female,emirati,salaried,196,16848.54,2185.76,7497.66,45165.96,38,2,0,11044.32,0,True,20000.0
APP-002929,39,36-45,male,arab_expat,freelancer,101,14814.62,404.7,8356.14,15703.57,27,2,0,16737.35,0,True,20000.0
APP-002930,37,36-45,female,arab_expat,salaried,79,11452.23,812.24,6449.76,23169.12,8,0,0,10192.39,0,True,20000.0
APP-002931,49,46-60,male,south_asian,self_employed,137,5873.5,871.93,3419.44,23845.65,16,4,0,12574.77,0,True,17620.5
APP-002932,27,26-35,female,southeast_asian,salaried,30,3000.0,157.6,1290.07,4625.46,47,0,0,1171.32,0,True,9000.0
APP-002933,29,26-35,male,south_asian,salaried,30,18724.75,2041.13,6981.69,38699.63,19,0,3,1875.69,1,True,20000.0
APP-002934,52,46-60,male,emirati,salaried,154,14559.62,1247.19,5061.9,23828.61,45,3,1,17372.1,0,True,20000.0
APP-002935,29,26-35,male,emirati,salaried,53,7434.2,967.95,5575.74,31645.37,9,0,0,7610.67,0,True,20000.0
APP-002936,20,18-25,male,southeast_asian,salaried,6,7026.72,502.02,4975.14,16640.17,9,1,0,19973.21,0,True,20000.0
APP-002937,20,18-25,male,south_asian,salaried,0,3000.0,485.38,2383.41,5337.68,36,3,3,4491.74,1,True,9000.0
APP-002938,21,18-25,female,southeast_asian,salaried,10,6766.93,259.17,3159.65,2815.73,38,5,0,3256.48,0,True,20000.0
APP-002939,34,26-35,male,southeast_asian,self_employed,42,3972.86,843.8,2169.33,14911.14,42,5,0,7401.99,0,True,11918.58
APP-002940,59,46-60,male,south_asian,salaried,189,8909.42,2178.09,6731.91,81337.71,12,2,2,14567.46,1,True,20000.0
APP-002941,44,36-45,male,southeast_asian,salaried,126,6808.62,534.66,4602.57,7851.11,16,0,0,17361.89,0,True,20000.0
APP-002942,28,26-35,male,south_asian,salaried,47,4043.22,1259.71,2011.77,22286.14,14,0,0,814.81,0,True,12129.66
APP-002943,28,26-35,male,western,self_employed,30,15318.48,2810.85,10123.8,94065.93,23,5,0,15868.34,0,True,20000.0
APP-002944,37,36-45,female,south_asian,salaried,61,8237.95,1631.08,5704.68,22849.47,35,1,0,2559.4,0,True,20000.0
APP-002945,35,26-35,female,southeast_asian,self_employed,50,12622.68,2782.69,8160.72,30931.06,33,0,0,9433.03,0,True,20000.0
APP-002946,43,36-45,female,arab_expat,salaried,113,12360.42,1721.1,6925.76,18770.31,40,2,0,18872.84,0,True,20000.0
APP-002947,42,36-45,male,south_asian,salaried,107,19780.4,2989.54,10902.22,95298.69,24,2,0,9927.51,0,True,20000.0
APP-002948,25,18-25,male,southeast_asian,unemployed,0,3000.0,309.36,1456.76,5359.17,26,1,0,5090.46,0,True,9000.0
APP-002949,39,36-45,female,southeast_asian,freelancer,70,5289.23,817.6,3181.58,17101.39,13,0,0,1100.89,0,True,15867.689999999999
APP-002950,35,26-35,female,arab_expat,salaried,80,15099.03,749.04,5710.35,13356.18,27,5,0,7069.22,0,True,20000.0
APP-002951,51,46-60,male,south_asian,salaried,129,5750.57,1497.07,3643.46,46433.73,25,0,0,8974.54,0,True,17251.71
APP-002952,43,36-45,female,western,self_employed,80,23266.73,2033.11,15108.07,79264.58,38,5,0,6660.66,0,True,20000.0
APP-002953,53,46-60,male,western,salaried,135,11994.59,3545.35,4448.23,135711.12,22,5,0,16339.3,0,True,20000.0
APP-002954,43,36-45,male,other,salaried,103,6044.31,1980.33,3843.46,41788.61,24,3,0,13943.78,0,True,18132.93
APP-002955,64,46-60,female,south_asian,salaried,194,4636.54,222.94,1737.39,6232.72,35,5,2,3212.94,0,True,13909.619999999999
APP-002956,25,18-25,female,western,salaried,18,10234.74,1439.64,6048.87,44314.02,25,1,0,8762.45,0,True,20000.0
APP-002957,36,36-45,female,arab_expat,salaried,79,8315.94,912.51,6433.7,31358.61,34,3,0,17361.36,0,True,20000.0
APP-002958,39,36-45,male,southeast_asian,salaried,70,9654.71,661.49,6654.98,16524.42,46,4,0,10706.8,0,True,20000.0
APP-002959,61,46-60,female,south_asian,freelancer,180,6960.51,206.33,4283.27,4193.94,4,3,0,19037.06,1,True,20000.0
APP-002960,36,36-45,female,emirati,salaried,78,15759.36,1686.86,8701.78,59084.95,47,1,0,16306.31,0,True,20000.0
APP-002961,42,36-45,female,other,salaried,76,5347.39,801.15,1723.69,19373.23,33,3,2,2374.31,0,True,16042.170000000002
APP-002962,41,36-45,female,southeast_asian,salaried,89,3243.75,533.68,2397.88,11450.52,18,3,0,3741.97,0,True,9731.25
APP-002963,18,18-25,male,southeast_asian,salaried,12,5462.38,1389.98,2555.25,21503.46,7,1,0,16012.41,0,True,16387.14
APP-002964,19,18-25,female,western,salaried,0,15108.2,839.48,9505.23,8457.95,44,1,2,19991.63,0,True,20000.0
APP-002965,53,46-60,male,western,salaried,139,23496.35,508.73,8468.7,12549.5,18,0,0,8958.25,0,True,20000.0
APP-002966,24,18-25,male,emirati,salaried,4,10220.11,2163.5,5187.37,57061.28,32,1,0,8450.36,0,True,20000.0
APP-002967,28,26-35,male,other,freelancer,30,7072.42,2445.85,5398.47,85385.72,28,2,0,4286.47,0,True,20000.0
APP-002968,36,36-45,male,emirati,salaried,85,10993.57,2181.61,4439.38,42213.61,38,5,0,16542.62,0,True,20000.0
APP-002969,42,36-45,male,south_asian,self_employed,89,10399.73,972.2,4886.19,33202.07,33,4,0,7880.5,0,True,20000.0
APP-002970,48,46-60,female,western,salaried,130,8704.6,736.77,5338.92,9302.08,31,3,0,12219.08,0,True,20000.0
APP-002971,23,18-25,male,south_asian,salaried,5,13648.18,643.74,9314.75,14906.05,18,3,0,4120.85,0,True,20000.0
APP-002972,35,26-35,male,south_asian,freelancer,59,17278.49,956.11,12787.87,37965.62,30,1,0,5659.51,0,True,20000.0
APP-002973,29,26-35,female,south_asian,self_employed,31,3000.0,1028.53,1091.94,11910.81,28,3,0,2858.29,0,True,9000.0
APP-002974,52,46-60,male,south_asian,salaried,133,29633.19,1292.63,19385.33,19536.59,16,5,0,7209.37,0,True,20000.0
APP-002975,50,46-60,male,south_asian,salaried,115,7611.79,1840.65,4256.01,35354.7,41,1,0,3522.09,0,True,20000.0
APP-002976,21,18-25,female,southeast_asian,salaried,7,4446.48,1649.59,3089.15,40224.16,31,4,1,9484.01,0,True,13339.439999999999
APP-002977,63,46-60,male,southeast_asian,salaried,172,4979.03,1797.74,3296.06,38628.79,4,5,0,12299.72,0,True,14937.09
APP-002978,21,18-25,male,arab_expat,salaried,2,3327.73,102.79,2602.68,2812.43,14,1,0,8439.63,0,True,9983.19
APP-002979,33,26-35,male,arab_expat,salaried,62,15100.9,4705.39,5131.84,130074.36,6,4,0,16420.55,0,True,20000.0
APP-002980,51,46-60,male,south_asian,salaried,157,3000.0,518.51,1781.26,5403.63,45,5,0,5741.28,0,True,9000.0
APP-002981,36,36-45,male,south_asian,salaried,91,6805.79,677.09,2265.1,25364.37,15,2,0,4902.8,0,True,20000.0
APP-002982,63,46-60,male,southeast_asian,salaried,191,28578.72,5597.3,12291.68,62933.09,17,4,0,19101.13,0,True,20000.0
APP-002983,39,36-45,female,emirati,salaried,94,26969.79,5487.49,16599.88,184293.2,35,3,0,16566.76,0,True,20000.0
APP-002984,62,46-60,male,arab_expat,salaried,196,10521.51,1779.47,3778.95,41814.68,20,1,0,3022.9,0,True,20000.0
APP-002985,48,46-60,male,arab_expat,salaried,151,12367.02,2536.6,9808.83,32215.85,26,0,0,17499.17,0,True,20000.0
APP-002986,62,46-60,male,southeast_asian,salaried,177,7598.45,653.33,2966.46,21226.31,18,3,3,766.67,0,True,20000.0
APP-002987,48,46-60,female,arab_expat,freelancer,131,6582.31,395.28,2055.23,10226.46,16,2,0,11357.15,0,True,19746.93
APP-002988,31,26-35,male,south_asian,salaried,29,3964.65,218.03,2987.98,3464.76,11,2,0,2999.71,0,True,11893.95
APP-002989,40,36-45,male,southeast_asian,salaried,90,7952.14,2384.87,4622.77,59457.78,5,4,0,5823.35,0,True,20000.0
APP-002990,47,46-60,female,arab_expat,salaried,108,20993.36,2663.55,12572.73,50590.21,17,2,0,6471.28,0,True,20000.0
APP-002991,44,36-45,male,other,salaried,102,5273.8,1759.9,3785.86,43435.34,5,1,0,11637.53,0,True,15821.400000000001
APP-002992,64,46-60,male,south_asian,salaried,213,10279.56,1596.93,3475.62,55324.06,3,0,0,5256.28,0,True,20000.0
APP-002993,64,46-60,female,arab_expat,unemployed,0,3000.0,425.11,1441.88,15875.12,24,2,3,4698.93,1,True,9000.0
APP-002994,49,46-60,male,emirati,self_employed,114,17939.79,1370.1,8562.92,48937.55,43,1,0,16598.16,0,True,20000.0
APP-002995,60,46-60,male,arab_expat,salaried,169,13637.76,2799.93,4277.84,86838.01,3,1,0,12403.44,0,True,20000.0
APP-002996,40,36-45,female,south_asian,salaried,103,5941.29,682.73,3983.25,21324.61,21,4,0,13079.24,0,True,17823.87
APP-002997,30,26-35,male,southeast_asian,self_employed,43,4795.45,420.96,2033.98,16044.44,2,5,2,1876.06,0,True,14386.349999999999
APP-002998,60,46-60,male,western,salaried,189,7589.86,537.56,4664.31,6813.44,13,0,1,11959.67,0,True,20000.0
APP-002999,26,26-35,male,southeast_asian,salaried,0,5959.52,659.15,3258.64,19082.59,36,1,0,8751.92,0,True,17878.56
APP-003000,47,46-60,female,emirati,salaried,143,8561.84,2316.69,4300.36,25639.62,29,2,0,18088.89,0,True,20000.0
APP-003001,54,46-60,male,western,freelancer,146,18821.82,2143.09,9136.44,74470.75,14,0,0,10437.02,0,True,20000.0
APP-003002,56,46-60,female,south_asian,salaried,163,6094.57,1618.2,4340.88,62667.12,17,3,0,14069.72,0,True,18283.71
APP-003003,28,26-35,male,emirati,unemployed,0,3000.0,72.05,1624.09,1077.14,34,2,1,1756.23,0,False,9000.0
APP-003004,24,18-25,male,arab_expat,salaried,6,4157.91,286.97,2194.47,7278.17,10,0,0,3367.1,0,True,12473.73
APP-003005,46,46-60,male,emirati,salaried,117,13286.05,899.27,10030.28,24972.33,10,5,0,18633.39,0,True,20000.0
APP-003006,38,36-45,male,arab_expat,self_employed,68,8799.97,1298.66,3911.28,34321.12,6,2,0,19701.97,0,True,20000.0
APP-003007,50,46-60,male,arab_expat,salaried,126,8260.79,3300.83,4054.82,52031.48,37,2,0,11692.49,0,True,20000.0
APP-003008,21,18-25,male,other,freelancer,0,6812.96,1394.44,5099.53,41567.94,8,4,0,5159.18,0,True,20000.0
APP-003009,20,18-25,female,western,salaried,0,14443.23,1148.68,5649.16,23975.15,12,3,0,2927.35,0,True,20000.0
APP-003010,35,26-35,male,western,salaried,62,13787.6,1402.72,8457.15,53711.71,30,3,2,4157.56,0,True,20000.0
APP-003011,37,36-45,male,south_asian,salaried,61,12215.11,1846.57,6675.41,71832.08,40,4,2,7060.36,0,True,20000.0
APP-003012,36,36-45,male,other,self_employed,72,14838.89,1345.23,11860.06,22205.64,23,1,0,19353.2,0,True,20000.0
APP-003013,53,46-60,male,emirati,salaried,118,18919.26,1246.26,9959.9,12868.57,44,3,0,10432.12,0,True,20000.0
APP-003014,50,46-60,male,south_asian,salaried,143,9573.48,1048.66,3389.4,39201.29,2,2,0,12120.55,0,True,20000.0
APP-003015,35,26-35,male,southeast_asian,salaried,60,8282.2,1853.84,2858.86,69361.43,36,5,0,10663.51,0,True,20000.0
APP-003016,54,46-60,male,arab_expat,salaried,157,7123.73,1528.95,5207.76,18066.43,5,1,0,6804.05,0,True,20000.0
APP-003017,41,36-45,male,emirati,salaried,69,18660.74,4666.33,8358.61,78386.17,23,5,2,12773.8,0,True,20000.0
APP-003018,62,46-60,male,emirati,salaried,186,12266.67,1984.91,6906.58,41233.9,19,1,0,10087.31,0,True,20000.0
APP-003019,65,46-60,male,south_asian,self_employed,207,14021.16,1973.65,5548.81,37936.99,26,0,0,991.79,0,True,20000.0
APP-003020,19,18-25,female,south_asian,salaried,3,3208.59,959.45,1561.36,26351.8,46,3,0,3199.82,0,True,9625.77
APP-003021,25,18-25,male,arab_expat,salaried,13,12075.6,872.31,8975.39,34437.27,22,5,0,19136.39,0,True,20000.0
APP-003022,23,18-25,male,south_asian,salaried,0,3879.52,796.39,1310.01,11613.36,41,5,0,9541.65,0,True,11638.56
APP-003023,46,46-60,female,south_asian,salaried,102,13718.05,1553.72,8946.66,54744.99,43,4,0,3539.21,0,True,20000.0
APP-003024,21,18-25,male,south_asian,salaried,0,13710.71,1471.71,8015.78,52304.45,27,1,0,782.04,0,True,20000.0
APP-003025,41,36-45,male,south_asian,salaried,100,3463.24,829.3,2420.51,26409.56,25,3,3,5965.64,1,True,10389.72
APP-003026,29,26-35,male,south_asian,salaried,49,5248.27,529.3,2754.26,8612.24,22,4,0,1352.55,0,True,15744.810000000001
APP-003027,23,18-25,female,southeast_asian,self_employed,4,7936.02,743.32,3801.73,28617.68,34,5,0,16704.94,0,True,20000.0
APP-003028,41,36-45,female,south_asian,freelancer,91,4713.62,574.25,1627.07,20116.24,35,0,0,13209.1,0,True,14140.86
APP-003029,40,36-45,male,southeast_asian,salaried,66,7061.08,1204.59,2446.82,45953.82,43,1,0,3884.25,0,True,20000.0
APP-003030,61,46-60,male,other,self_employed,190,30226.78,7926.62,22349.37,102685.51,31,2,0,704.39,0,True,20000.0
APP-003031,51,46-60,male,south_asian,salaried,145,13486.26,333.13,8720.38,10287.64,28,5,0,12025.21,0,True,20000.0
APP-003032,55,46-60,male,arab_expat,salaried,159,8958.92,911.13,3226.95,32279.21,3,2,0,1457.92,0,True,20000.0
APP-003033,54,46-60,male,south_asian,salaried,160,4252.63,339.0,2057.58,10048.76,17,4,0,1239.83,0,True,12757.89
APP-003034,39,36-45,female,south_asian,salaried,67,3995.08,722.52,1359.28,21930.1,36,3,0,6645.62,0,True,11985.24
APP-003035,30,26-35,male,other,salaried,30,9879.44,1227.45,4844.1,23927.76,1,1,1,15334.81,1,True,20000.0
APP-003036,36,36-45,female,southeast_asian,salaried,51,5902.96,648.91,3576.44,13364.99,1,0,0,17346.37,0,True,17708.88
APP-003037,40,36-45,male,south_asian,salaried,107,3226.96,448.7,1039.47,11718.93,43,5,0,9198.27,0,True,9680.880000000001
APP-003038,21,18-25,male,southeast_asian,self_employed,14,3519.74,1000.07,2564.65,31730.24,26,2,3,4975.17,1,True,10559.22
APP-003039,46,46-60,female,arab_expat,salaried,106,6041.56,124.89,2538.98,2461.52,11,2,0,14394.89,0,True,18124.68
APP-003040,62,46-60,female,western,self_employed,190,8940.02,1094.89,2912.62,41928.26,33,3,0,6321.99,0,True,20000.0
APP-003041,46,46-60,female,arab_expat,freelancer,126,9262.41,1601.87,6155.99,61058.19,26,1,0,11776.79,0,True,20000.0
APP-003042,54,46-60,female,arab_expat,salaried,130,8817.59,804.78,6985.96,14895.92,4,1,0,4734.03,0,True,20000.0
APP-003043,27,26-35,male,western,unemployed,0,4450.559810591292,109.34,2818.39,1957.78,23,4,0,1886.19,0,False,13351.679431773877
APP-003044,50,46-60,female,western,salaried,135,54206.92,9082.85,26256.95,241887.08,28,3,0,11256.84,0,True,20000.0
APP-003045,62,46-60,female,south_asian,salaried,185,5019.36,621.58,4006.16,19982.48,37,2,2,12364.18,0,True,15058.079999999998
APP-003046,52,46-60,male,arab_expat,freelancer,156,15389.52,4897.89,5022.98,107345.75,35,0,0,16407.91,0,True,20000.0
APP-003047,57,46-60,male,arab_expat,salaried,172,7903.07,639.54,3217.97,17621.51,35,2,2,16048.83,1,True,20000.0
APP-003048,51,46-60,female,south_asian,freelancer,146,12839.4,2709.52,4734.57,67094.04,10,4,0,11603.35,0,True,20000.0
APP-003049,20,18-25,male,emirati,salaried,5,5909.61,682.64,3781.42,10921.46,33,5,1,16905.74,0,True,17728.829999999998
APP-003050,24,18-25,male,south_asian,salaried,17,5835.94,640.23,2310.03,22006.07,40,2,0,2447.89,0,True,17507.82
APP-003051,65,46-60,male,south_asian,salaried,223,4495.69,404.3,3178.56,5222.75,34,2,1,4138.6,0,True,13487.07
APP-003052,50,46-60,female,southeast_asian,salaried,137,7076.97,1845.41,3567.65,40299.12,28,0,0,1319.59,0,True,20000.0
APP-003053,23,18-25,male,western,salaried,6,11952.72,3006.55,8932.48,71608.42,20,3,0,10172.66,0,True,20000.0
APP-003054,43,36-45,female,arab_expat,freelancer,98,10224.65,3235.31,3632.85,128800.87,12,2,1,17508.78,1,True,20000.0
APP-003055,36,36-45,female,south_asian,salaried,76,6617.3,1591.53,4514.29,61590.16,9,2,2,8247.01,1,True,19851.9
APP-003056,21,18-25,male,southeast_asian,salaried,1,4626.54,709.53,1470.97,26290.58,15,5,0,3331.99,0,True,13879.619999999999
APP-003057,38,36-45,male,other,salaried,104,9488.79,2661.54,2858.88,41882.27,37,1,0,14113.46,0,True,20000.0
APP-003058,24,18-25,male,western,salaried,0,6650.14,1702.87,4660.55,36394.34,2,4,3,9649.38,1,True,19950.420000000002
APP-003059,18,18-25,male,south_asian,salaried,6,6908.51,2719.31,4916.16,80572.49,16,2,0,19748.28,0,True,20000.0
APP-003060,25,18-25,female,emirati,freelancer,4,24326.97,4505.99,8783.43,73309.57,39,2,0,17364.16,1,True,20000.0
APP-003061,41,36-45,male,southeast_asian,salaried,86,9889.74,633.04,7405.18,9837.25,9,5,0,7901.69,0,True,20000.0
APP-003062,42,36-45,male,southeast_asian,freelancer,115,5496.52,1243.72,2592.19,49203.76,13,4,0,15434.31,0,True,16489.56
APP-003063,41,36-45,male,south_asian,freelancer,101,3914.71,1158.13,3038.15,43146.23,13,3,0,6137.95,0,True,11744.130000000001
APP-003064,61,46-60,male,southeast_asian,salaried,176,7334.86,550.59,5349.07,11711.74,6,5,0,10663.03,0,True,20000.0
APP-003065,57,46-60,male,south_asian,salaried,173,10203.34,566.46,5032.11,19175.49,18,3,0,2407.55,0,True,20000.0
APP-003066,31,26-35,female,arab_expat,salaried,38,3943.19,814.7,1347.6,12958.4,34,4,0,8912.02,0,True,11829.57
APP-003067,57,46-60,male,south_asian,self_employed,182,11338.45,4280.38,5763.76,138233.59,36,3,1,3925.25,0,True,20000.0
APP-003068,60,46-60,male,south_asian,salaried,192,4763.64,1174.08,3320.13,21185.26,35,1,2,11182.34,1,True,14290.920000000002
APP-003069,43,36-45,male,south_asian,self_employed,101,16476.11,4996.54,8421.56,131327.73,7,4,1,11912.8,1,True,20000.0
